classi,doc_id,cohesionSyn_m,hauteurPh_m,longPh_m,ageManulex_m,longMotOrtho_m,maas_lemma_i,cycle
N,se5mg52,0.300685075629135,7.9450156459544,38.228430934287,6.43273542600897,6.17327766179541,5.97167543384681,deuxieme
N,se5mg54,0.415762116243518,5.23640256959315,17.4817987152034,6.57735247208931,6.47344461305008,6.31717196618764,deuxieme
N,se5mg56,0.320498230065032,6.44021294021294,27.04095004095,6.75862068965517,6.64461538461538,6.29469256061778,deuxieme
N,se5mg57,0.398702381743636,5.27288810260946,18.3180008845644,6.48717948717949,6.46915887850467,6.10052751237651,deuxieme
N,se5mg59,0.307966175871318,7.13392857142857,30.5633116883117,6.56666666666667,6.55967741935484,6.21020062648399,deuxieme
X,se5mj-1,0.348260532756993,6.9273127753304,27.5605726872247,6.74377224199288,6.92786885245902,5.56325789953406,deuxieme
X,se5mj-3,0.262345790396495,8.84671532846715,40.4493106244931,6.66666666666667,6.85795454545455,5.66280759009408,deuxieme
N,se5mj57,0.476900340509423,4.96802325581395,15.0190568475452,6.48037676609105,6.07634730538922,6.30624509112118,deuxieme
N,se5mj58,0.419560256666797,5.18100799016595,17.8048555623848,6.45391304347826,6.30858085808581,6.20699156129833,deuxieme
N,se5mj59,0.395647023868005,5.78393665158371,19.6036953242836,6.70127795527157,6.75766016713092,6.4153108115029,deuxieme
N,se5xx04,0.429988390434114,5.08380219129405,15.6887770210246,6.48466257668712,6.40283687943262,6.37549043676925,deuxieme
X,se5xx06,0.279671251216738,7.28115653040877,30.5353938185444,6.83154121863799,7.14983713355049,5.51378096074068,deuxieme
X,se5xx07,0.374423277388413,7.21416083916084,26.6136363636364,6.54166666666667,6.453125,5.34072690589917,deuxieme
X,se5xx08,0.351548332634075,6.272,23.4471111111111,6.5,6.52159468438538,5.52491613666847,deuxieme
X,se5xx10,0.384298785953046,6.86534653465347,26.580198019802,6.73952095808383,6.96286472148541,5.77540836249103,deuxieme
X,se5xx11,0.393614342619834,5.64468580294802,20.3242823894492,6.52577319587629,6.6981981981982,5.22521749736934,deuxieme
N,sec1_ange_1,0.404555391643246,5.9171528588098,21.5507584597433,6.62300319488818,6.37082066869301,5.603590385011,premier
N,sec1_ange_2,0.411100450908081,5.44965517241379,18.8137931034483,6.39004149377593,5.95669291338583,5.35076973592606,premier
X,sec1_avantageux,0.311112030731551,5.66174496644295,26.9919463087248,6.41452991452991,6.2448132780083,5.34280979163133,premier
X,sec1_betes_sport,0.39115574652395,5.46464646464646,21.1636363636364,6.64745762711864,6.9622641509434,5.5763626725768,premier
N,sec1_bounty,0.27233843313953,7.06314580941447,27.7049368541906,6.65399239543726,6.60283687943262,5.48827668747729,premier
X,sec1_bounty,0.27233843313953,7.06314580941447,27.7049368541906,6.65399239543726,6.60283687943262,5.48827668747729,premier
N,sec1_chien,0.363493378246301,6.43951985226223,24.3915050784857,6.51524390243902,6.09356725146199,5.62299047814574,premier
X,sec1_enfance,0.337475265605604,6.58224016145308,26.1685166498486,6.45367412140575,6.37202380952381,5.62380689235902,premier
X,sec1_equipage_brigands,0.488210532136729,6.37117903930131,24.8777292576419,6.71111111111111,6.2680412371134,4.3614658005361,premier
N,sec1_frankenstein,0.375528974001149,6.37961926091825,26.1545352743561,6.97029702970297,7.22873900293255,5.63976709815587,premier
N,sec1_journee_pas,0.331372368443073,6.29893238434164,25.4359430604982,6.34848484848485,5.97630331753555,5.14747094457858,premier
X,sec1_julesverne,0.363212353186948,5.3848167539267,20.1086387434555,6.41441441441441,6.23144104803493,5.34256204175844,premier
X,sec1_mars_planete,0.289219424088508,6.13503649635036,24.7883211678832,6.67924528301887,6.35135135135135,4.55572292495745,premier
N,sec1_maya,0.463946402318322,5.04421326397919,16.2340702210663,6.21518987341772,5.572,5.32876063684538,premier
X,sec1_merveille,0.365067383644639,6.10294117647059,24.1512605042017,6.61666666666667,6.41361256544503,5.0666318964881,premier
X,sec1_mesopotamie,0.406744286017846,5.70232558139535,18.415503875969,6.71428571428571,6.97549019607843,5.14608408869394,premier
X,sec1_nord,0.353249227902581,5.70016207455429,23.3290113452188,6.52604166666667,6.18627450980392,5.18368292090384,premier
X,sec1_peur,0.458421356604729,5.27586206896552,19.1781609195402,6.61481481481481,6.2887323943662,4.72345495992852,premier
N,sec1_photos_1,0.372777358823393,5.36530880420499,18.0328515111695,6.26923076923077,5.85833333333333,5.31098330227193,premier
N,sec1_retrouvailles,0.340977678448766,6.42786069651741,26.7044776119403,6.33546325878594,6.04545454545455,5.61923175438849,premier
X,sec1_sables_bitu,0.415191043638631,5.91913746630728,19.4770889487871,6.79801324503311,6.96625766871166,5.58589142394555,premier
X,sec1_surveillance,0.390741824873786,5.70904645476773,20.0244498777506,6.52830188679245,6.76436781609195,4.93422926790677,premier
X,sec1_tintin,0.228523576293121,6.56474820143885,33.910071942446,6.59615384615385,6.95575221238938,4.59045205638951,premier
X,sec2_alibis,0.446658092701914,6.69973190348525,25,6.73825503355705,6.59880239520958,4.95190221758294,premier
X,sec2_alligator,0.276058240359778,7.13492063492064,35.2976190476191,6.67241379310345,6.2258064516129,4.64566919099469,premier
X,sec2_braconage,0.41791557422751,5.39955849889625,19.1203090507726,6.5859649122807,6.74666666666667,5.51134460443908,premier
X,sec2_cinema_hier,0.401076010924986,5.64029850746269,20.4716417910448,6.61946902654867,6.48523206751055,5.25723678201237,premier
N,sec2_cora,0.367598951015345,5.87529137529138,23.0606060606061,6.48780487804878,6.17889908256881,5.1796262721776,premier
N,sec2_cosette_1,0.375682957744344,5.05112781954887,20.6421052631579,6.48068669527897,5.75527426160338,5.26367714733342,premier
N,sec2_cosette_2,0.39202230943593,5.46765498652291,20.5579514824798,6.37333333333333,6.09205020920502,5.29122765766324,premier
X,sec2_drole_carcasse,0.324636534633384,6.11271676300578,28.5433526011561,6.688,6.08208955223881,4.72173336631015,premier
N,sec2_enlevement_1,0.432136606785901,4.87404580152672,14.8193384223919,6.44705882352941,5.98876404494382,5.41397962561515,premier
N,sec2_enlevement_2,0.436630882979529,4.92042186001918,15.6251198465964,6.57142857142857,6.36857142857143,5.67324416457602,premier
N,sec2_exil,0.438865422679613,4.98152812762385,16.6481947942905,6.58516483516483,6.17241379310345,5.73400579624035,premier
X,sec2_fils_singe,0.438218144990148,5.19101123595506,14.9588014981273,6.53508771929825,5.57983193277311,4.59322045131918,premier
X,sec2_heros_canins,0.347904540341487,6.48736842105263,23.9621052631579,6.49420849420849,6.54035087719298,5.48407389560263,premier
X,sec2_jane_renard_moi,0.517013239294567,5.93436293436293,20.1042471042471,6.47524752475248,6.40740740740741,4.51123254543054,premier
X,sec2_jardin_baobab,0.243270230301226,7.984375,45.6213942307692,6.51792828685259,6.04059040590406,5.44236638693307,premier
X,sec2_lecture,0.308907397477459,6.25944584382872,23.8438287153652,6.58741258741259,6.44585987261147,4.8523823089247,premier
N,sec2_lettre_chine_1,0.391458253029262,5.44926108374384,20.5349753694581,6.50152905198777,6.42465753424658,5.73611959104523,premier
X,sec2_livre_ecran_2,0.383552259872408,7.27649208282582,25.4202192448234,6.53603603603604,6.31196581196581,5.22718397023647,premier
X,sec2_louis_garneau,0.395594719454342,5.75291545189504,22.2813411078717,6.6140350877193,6.51219512195122,5.78685359465181,premier
N,sec2_migration_gnous,0.420404659451612,4.7590618336887,15.3304904051173,6.56875,6.54117647058824,4.93834730454347,premier
X,sec2_mina_hubbard,0.295833131636245,5.62314540059347,30.3709198813056,6.63709677419355,6.47727272727273,4.75517826155281,premier
X,sec2_mines_anti,0.399082101154694,6.07666666666667,22.16,6.68518518518519,7.00854700854701,5.66811467496316,premier
N,sec2_nelligan,0.373177383073562,6.61368653421634,23.0883002207506,6.66292134831461,6.42857142857143,5.49045429209258,premier
N,sec2_palabras,0.406370962041539,5.3925855513308,18.0342205323194,6.46428571428571,6.39660056657224,5.69663935550489,premier
X,sec2_plongeon,0.28735405213072,6.46607669616519,25.8967551622419,6.55813953488372,6.19718309859155,4.76907421063655,premier
X,sec2_pollution_lumineuse,0.354192062967741,6.60640732265446,24.3867276887872,6.43125,6.30057803468208,4.92602140003904,premier
N,sec2_quebec_chansons_2,0.356127017852753,6.34001823154057,27.7793983591613,6.37741935483871,5.94444444444444,5.69405636162217,premier
N,sec2_route_chiffa,0.246274930165694,7.28478543563069,34.9869960988296,6.77966101694915,6.66666666666667,5.39328665527312,premier
N,sec2_sourires,0.331734881675764,6.1057268722467,24.5418502202643,6.43312101910828,5.92073170731707,4.99380715163735,premier
X,sec3_10_materiaux,0.375273682807657,6.14529914529915,24.4957264957265,6.42682926829268,6,4.9979343017515,deuxieme
N,sec3_adolescent_insousciant_1,0.287784943369882,7.01384615384615,31.5184615384615,6.77976190476191,6.9025641025641,5.10643110682442,deuxieme
N,sec3_adolescent_insousciant_2,0.402655983434462,5.51605231866825,21.5243757431629,6.78,6.76071428571429,5.44652647070009,deuxieme
X,sec3_amy_whin_1,0.341515581185195,7.06862745098039,30.9453781512605,6.625,6.468,5.28623998073493,deuxieme
X,sec3_balayeur,0.359976181391751,6.92240543161979,30.1901066925315,6.54848484848485,6.61671469740634,5.64578356118555,deuxieme
X,sec3_bosse_dromadaire,0.279245410435537,6.58333333333333,31.6287878787879,6.54285714285714,5.93636363636364,4.50206246364769,deuxieme
N,sec3_chemin_loisirs,0.444130419907361,4.77984758679086,15.1033022861981,6.65384615384615,6.59124087591241,5.85643077540518,deuxieme
N,sec3_clara_hughes,0.466776633770668,5.02491103202847,16.8398576512456,6.44859813084112,5.63963963963964,4.51765925330165,deuxieme
X,sec3_difference,0.312455990110428,6.68425605536332,31.2240484429066,6.67701863354037,7.1267217630854,5.73733991304521,deuxieme
X,sec3_ecrans,0.305132101940136,6.82506527415144,28.6553524804178,6.56140350877193,6.63114754098361,4.64481321194746,deuxieme
N,sec3_elisa,0.300230199188289,7.33405172413793,36.2273706896552,6.28936170212766,5.93827160493827,5.27018429242476,deuxieme
X,sec3_francais_quebecois_2,0.330415682789605,6.28941441441441,25.5731981981982,6.70229007633588,7.21283783783784,5.49000559317904,deuxieme
X,sec3_gabrielleroy_1,0.288889816299666,7.30812854442344,35.4423440453686,6.52492668621701,6.58196721311475,5.70170848302527,deuxieme
X,sec3_gabrielleroy_2,0.303486491828426,7.81309398099261,32.9292502639916,6.44370860927152,6.1583850931677,5.54831673146808,deuxieme
X,sec3_generationpognon_1,0.350202362913459,6.43226473629783,27.7197518097208,6.6219512195122,6.9330985915493,5.48186465182468,deuxieme
X,sec3_generationpognon_2,0.365522018652851,6.11390134529148,20.9650224215247,6.73559322033898,7.00607902735562,5.62187303108299,deuxieme
X,sec3_mystere_chatouille,0.444762121454775,5.45945945945946,19.4,6.73913043478261,6.54545454545455,4.15433452948453,deuxieme
N,sec3_notaire,0.369421294556073,5.43409915356711,25.2103990326481,6.49159663865546,6.36575875486381,5.38429590720697,deuxieme
X,sec3_pourquoi_gros,0.390210830372933,6.65269461077844,22.2125748502994,6.425,6.38518518518519,4.75276172103573,deuxieme
N,sec3_pourquoi_musique,0.389365331225333,6.55586592178771,25.8445065176909,6.54,6.57401812688822,5.62848547447125,deuxieme
X,sec3_pourquoi_naufrages,0.393971509382614,6,21.1551724137931,6.56603773584906,6.57142857142857,4.57123339761906,deuxieme
X,sec3_raz_de_maree_1,0.337921714836617,5.6917885264342,23.1316085489314,6.47791164658635,6.2377358490566,5.42832433525429,deuxieme
X,sec3_raz_de_maree_2,0.420314566048475,6.37142857142857,26.3035714285714,6.5025641025641,6.44700460829493,5.17508550433721,deuxieme
N,sec3_rocher_perce,0.401219389485156,5.6625,21.475,6.49321266968326,6.12334801762115,5.24180440825867,deuxieme
N,sec3_thirm_1,0.431549425757144,5.94258373205742,21.7167464114833,6.49691358024691,6.30701754385965,5.63949569431885,deuxieme
X,sec4_alimentation_bio,0.352834112733229,5.38461538461539,21.9368131868132,6.35897435897436,5.96240601503759,4.68927308350286,deuxieme
N,sec4_chaos,0.338624310082727,6.42509603072983,28.336747759283,6.73660714285714,6.87966804979253,5.31530401633239,deuxieme
X,sec4_chaos_silence,0.348274622163746,6.6411332633788,24.5330535152151,6.35714285714286,6.57421875,5.42761920335131,deuxieme
N,sec4_cri_silence,0.21415687194998,6.4005376344086,29.6989247311828,6.42335766423358,6.09677419354839,4.84355947053904,deuxieme
X,sec4_dopage_intellect,0.359356931105281,6.08606921029281,22.9707187222715,6.6986301369863,7.07396449704142,5.63820463773575,deuxieme
X,sec4_fin_ere_plastique,0.340155797135527,6.262341325811,22.9210155148096,6.77884615384615,6.9620253164557,5.27547391438512,deuxieme
N,sec4_hush_hush,0.372594570473373,5.8599348534202,23.4983713355049,6.71559633027523,6.42857142857143,4.61222907908964,deuxieme
X,sec4_medias_sociaux,0.361538657273259,7.78702807357212,34.7250726040658,6.65779467680608,7.15409836065574,5.51010661058566,deuxieme
X,sec4_medias_sociaux_emploi,0.333719052437218,8.04924242424242,32.145202020202,6.75,7.15057915057915,5.35415745822428,deuxieme
N,sec4_moment_verite,0.3747779084803,5.75161290322581,21.6172043010753,6.56183745583039,6.34193548387097,5.52085899300554,deuxieme
X,sec4_monde_secret_1,0.34636683419588,6.45798707294552,27.9132040627886,6.55660377358491,6.47091412742382,5.73135653748703,deuxieme
X,sec4_monde_secret_2,0.433708992445922,5.1534144059869,16.666978484565,6.53846153846154,6.41689373297003,5.72434640590967,deuxieme
X,sec4_nager_gaza,0.403661833288491,5.84942363112392,22.2665706051873,6.54545454545455,6.79474940334129,5.84547140150093,deuxieme
X,sec4_paul_metro,0.351438763392495,6.94034090909091,34.3551136363636,6.41911764705882,5.93103448275862,4.80175475690826,deuxieme
X,sec4_poignante,0.413763762331912,5.14462081128748,19.5784832451499,6.56284153005465,6.15228426395939,5.09356465704484,deuxieme
N,sec4_quatuor_1,0.379155945696755,5.43816631130064,20.3422174840085,6.46643109540636,6.27210884353742,5.47426310205339,deuxieme
N,sec4_quatuor_2,0.430636916410805,5.01904761904762,17.1608465608466,6.4135593220339,6.15737704918033,5.51793537928097,deuxieme
X,sec4_spielberg,0.381550016549124,5.24448529411765,21.5569852941176,6.61494252873563,6.45177664974619,5.09292381947699,deuxieme
X,sec4_traumatismes_craniens,0.356538465441633,5.79977876106195,20.9369469026549,6.57677902621723,6.56949152542373,5.50766533308517,deuxieme
X,sec4_travers_industrie_textile,0.369902252421373,6.55483870967742,24.9247311827957,6.71538461538462,6.90425531914894,5.45682963965905,deuxieme
X,sec4_vie_privee,0.343895047593786,6.2742474916388,22.8745819397993,6.78,7.16086956521739,5.25246874351437,deuxieme
N,sec4_vrai_regal,0.338076094590934,7.55401662049861,39.7063711911357,6.65248226950355,6.34210526315789,4.84513834174826,deuxieme
X,sec5_1000_diplome,0.463733983086362,5.22199170124481,17.2396265560166,6.59913793103448,6.1640625,5.38940280217186,deuxieme
X,sec5_abolissons_1,0.322385420737468,6.20765832106038,30.5493372606775,6.59240506329114,6.55889145496536,5.89282799122938,deuxieme
X,sec5_abolissons_2,0.408277146282732,5.51395139513951,20.1449144914491,6.67663043478261,6.72524752475248,5.83270048443992,deuxieme
X,sec5_art_defendre,0.402828043983035,6.52400835073069,26.0960334029228,6.61176470588235,6.26666666666667,4.9614413398695,deuxieme
X,sec5_banalisation_crime,0.401677595772565,5.8111753371869,22.5125240847784,6.71345029239766,6.73529411764706,5.10951426622037,deuxieme
X,sec5_bonne_chance,0.3451632386224,6.69367088607595,23.326582278481,6.49350649350649,6.28301886792453,4.85431377814766,deuxieme
X,sec5_caire,0.355509723979682,5.53460207612457,22.8961937716263,6.53932584269663,6.6875,5.07743989768539,deuxieme
N,sec5_carnet_douglas_2,0.354500656028529,6.63989290495315,26.4899598393574,6.45652173913043,6.2320819112628,5.49245779190247,deuxieme
N,sec5_chambre_1,0.414539158654527,5.90899795501022,21.7137014314928,6.55192878338279,6.37602179836512,5.69541961861243,deuxieme
N,sec5_chambre_2,0.362730266389558,6.01146131805158,20.0358166189112,6.6468253968254,6.28888888888889,5.40043622548728,deuxieme
X,sec5_cri_alerte,0.345954814143648,7.19431279620853,28.4018957345972,6.51702786377709,6.55813953488372,5.63620003529608,deuxieme
X,sec5_crise_pronominale,0.333322122009238,6.92492012779553,27.0607028753994,6.43406593406593,6.2,5.06902426071265,deuxieme
X,sec5_critiques_ps,0.352896979274389,6.00898587933248,20.3414634146341,6.63636363636364,6.48708487084871,5.43260395138526,deuxieme
X,sec5_decrochage,0.328824414982993,6.25298804780877,26.8874501992032,6.76923076923077,6.68846153846154,5.42172323953518,deuxieme
N,sec5_dracula,0.366917300183127,5.54978723404255,21.103829787234,6.49731182795699,6.35368956743003,5.78673553965977,deuxieme
X,sec5_eloge_paresse,0.289641231554866,7.02305475504323,33.6368876080692,6.5,6.1063829787234,4.73564127543404,deuxieme
X,sec5_encore_sacs,0.37654157321309,5.66666666666667,20.7010752688172,6.53658536585366,6.2007299270073,5.39968381053039,deuxieme
X,sec5_fanatisme,0.303680931164825,7.57188498402556,27.8594249201278,6.41739130434783,6.312,4.67659573840209,deuxieme
X,sec5_faune_mexique,0.334443199744343,6.75955056179775,25.2404494382022,6.80952380952381,6.49640287769784,4.76681931571699,deuxieme
X,sec5_hockey,0.347303942986929,6.63399209486166,28.7328063241107,6.703125,6.82432432432432,5.69743362336394,deuxieme
X,sec5_immigration_clandestine,0.273269844292309,8.14857142857143,30.5885714285714,6.56804733727811,6.79581151832461,5.06209283850014,deuxieme
X,sec5_lettre_chien,0.367047145015272,4.83783783783784,25.2186732186732,6.39130434782609,5.8,4.79281765322039,deuxieme
X,sec5_lettre_ouverte,0.371695136057667,5.87422360248447,21.3819875776398,6.59223300970874,6.39035087719298,5.24414597550416,deuxieme
N,sec5_logeuse,0.275053297149906,7.11633663366337,30.9207920792079,6.35416666666667,5.53896103896104,4.87974676897357,deuxieme
N,sec5_manon,0.333939065858121,7.21557971014493,29.2210144927536,6.51758793969849,6.10144927536232,5.14891549318922,deuxieme
X,sec5_marijuana_1,0.298820688788155,7.34054054054054,31.7824324324324,6.48101265822785,6.45283018867925,5.37000579974452,deuxieme
X,sec5_marijuana_2,0.292830303394958,8.70310559006211,44.5167701863354,6.49802371541502,6.3,5.3872036629134,deuxieme
X,sec5_medias,0.314499251178133,5.69166666666667,24.0202380952381,6.6,6.5700325732899,5.55853689947213,deuxieme
X,sec5_messages_douteux,0.296905216067714,10.1963636363636,28.8509090909091,6.29807692307692,5.99090909090909,4.49693524437637,deuxieme
X,sec5_microbes,0.247625020459543,6.1892797319933,43.3249581239531,6.76216216216216,6.33809523809524,5.15811065700983,deuxieme
N,sec5_miserables,0.362049496452779,5.75996015936255,28.8386454183267,6.47727272727273,6.29166666666667,5.63263704974968,deuxieme
X,sec5_nature_opinions,0.321917443832518,8.51718213058419,30.9939862542955,6.64505119453925,6.5591054313099,5.5243523381332,deuxieme
X,sec5_nouvelle_guerre,0.417351429263637,4.96709323583181,16.7605118829982,6.58100558659218,6.92610837438424,5.13978821977958,deuxieme
X,sec5_pratiques_encadrer,0.390281924880915,7.5,22.2654867256637,6.40476190476191,6.15555555555556,4.34256541674529,deuxieme
X,sec5_radar_photo_1,0.326941036868527,6.74645390070922,30.3368794326241,6.57142857142857,6.50276243093923,4.99781124068899,deuxieme
X,sec5_radar_photo_2,0.33544585388475,6.90783410138249,28.4700460829493,6.63934426229508,6.83455882352941,5.37331817953721,deuxieme
X,sec5_robert_lacroix,0.316489745095031,6.95157068062827,28.8664921465969,6.71162790697674,6.65106382978723,5.27107526459762,deuxieme
X,sec5_route_sacrifice,0.24751068567207,8.58411214953271,41.714953271028,6.70044052863436,6.476,5.38639841742499,deuxieme
X,sec5_salon_livre,0.292522743943148,6.65494296577947,27.9543726235741,6.55147058823529,6.57516339869281,5.58064764566248,deuxieme
X,sec5_soutanes_vertes,0.252636138081133,8.72205438066465,42.6117824773414,6.65158371040724,6.72265625,5.34507568635792,deuxieme
X,sec5_strates_foret,0.301195624086506,6.71244635193133,28.9549356223176,6.525,6.56593406593407,5.00352862725289,deuxieme
X,sec5_texto,0.3697466734036,5.53333333333333,22.8477777777778,6.74181818181818,6.92767295597484,5.59393576483835,deuxieme
X,sec5_tintin,0.359194639231195,5.8,23.0409090909091,6.63157894736842,6.09183673469388,4.44732497043579,deuxieme
X,sec5_tonnerre_brest,0.308281153739702,6.87557603686636,29.0829493087558,6.57205240174673,6.36947791164659,5.40164847042245,deuxieme
